"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80"
"Sample_Type_IS","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BKG","BAL","BAL","UA","BKG","BAL","UA","BKG","BAL","UA","BKG","BAL","UA","BKG","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BKG","BAL","UA","BKG","BAL","BAL","UA","BKG","BAL","BAL","UA","BKG","BAL","UA","BKG","BAL"
"map04926.Relaxin.signaling.pathway","   2","  69","   0","   2","   0","  64","   3","   0","  72","  30","  16","   1","   5","   3","   0","   3","   1","   0","   4","   3","   1","   3","   2","   0","   0","  84","   6","   1","   6"," 339"," 104","   2"," 359"," 279","   0","2002","  94","   1","  54","  48","   2","   5","   1","  17","   9","   1","   0","   2","  74","   4","   0","   6","   0","   1","   1","   8","  42","   4","   2","   5","   2","   1","   2","  73","  72","   0","2962","  91","   0","   1","1067"," 260","   1","   2","1283","  90","   1"," 563"," 562","   0"
"map04929.GnRH.secretion","  0"," 18","  0","  0","  0"," 29","  2","  0","  4","  0","  0","  0","  3","  0","  0","  3","  0","  0","  1","  1","  0","  1","  1","  0","  0"," 41","  4","  1","  4"," 50"," 31","  1","113"," 91","  0"," 57"," 38","  0","  2","  2","  2","  1","  0","  6","  4","  0","  0","  0"," 31","  0","  0","  1","  0","  1","  0","  4"," 26","  2","  2","  0","  2","  1","  0"," 22"," 22","  0","170"," 32","  0","  1","159","108","  0","  1"," 63"," 30","  0","222","191","  0"
"map04933.AGE.RAGE.signaling.pathway.in.diabetic.complications","   2","  50","   0","   1","   0","  70","   3","   0","  69","  33","  16","   2","   4","   0","   2","   4","   2","   2","   2","   3","   0","   1","   2","   0","   0","  56","   4","   2","   6"," 299","  94","   4"," 337"," 262","   0","1990","  88","   0","  46","  38","   2","   3","   0","  14","   8","   2","   1","   0","  82","   1","   5","   3","   3","   3","   1","  13","  55","   6","   2","   4","   3","   2","   1","  60","  58","   0","2822","  87","   1","   1","1043"," 247","   0","   3","1255","  88","   1"," 521"," 513","   0"
"map04935.Growth.hormone.synthesis..secretion.and.action.","  4"," 96","  0","  3","  1","130","  3","  0"," 22","  0","  3","  1","  5","  6","  0","  3","  0","  0","  2","  3","  2","  3","  4","  2","  0","129","  6","  2","  9","193","113","  2","495","396","  0","158","115","  0"," 24"," 18","  2","  5","  1"," 30"," 12","  2","  0","  1","142","  6","  1","  5","  0","  5","  0","  8"," 67","  5","  2","  2","  2","  1","  2"," 96"," 97","  1","720","149","  0","  1","514","354","  1","  1","213","108","  0","832","776","  0"
"map05032.Morphine.addiction","  0"," 25","  0","  2","  0"," 30","  1","  0"," 11","  0","  1","  0","  1","  3","  0","  0","  1","  0","  2","  2","  1","  2","  1","  0","  0"," 45","  4","  0","  2"," 84"," 51","  2","197","157","  0"," 68"," 54","  1"," 12"," 12","  2","  5","  1","  6","  4","  0","  0","  2"," 26","  4","  0","  5","  0","  0","  1","  0"," 14","  2","  1","  1","  0","  0","  2"," 50"," 49","  0","365"," 43","  0","  0","184","129","  1","  1"," 92"," 41","  1","322","324","  0"
"map03050.Proteasome","    37","  1031","     6","     2","     6","   626","    10","     4","   380","   104","    21","    32","     7","    10","     4","     6","     6","    10","     6","     3","     4","    12","     0","    14","     2","  1029","     7","    13","    32","  1454","   681","     8","  2985","  1467","     8","  1782","   753","     8","  1441","   149","     2","     2","    13","   196","    20","    11","     3","     2","   380","    18","    13","    21","     7","    20","     6","    40","   252","     8","    14","     3","     9","    68","     4","   641","   434","     3","124335","   549","     4","     6","134845","  1800","     9","     5"," 16750","   496","     5","  4227","  4049","     2"
"map00572.Arabinogalactan.biosynthesis...Mycobacterium","     68","   2703","     15","      0","     17","    422","      1","     11","   2429","   1108","    108","     20","     11","      7","     25","      7","      4","     10","     14","      0","      4","     21","      0","      8","     17","  13499","     20","     10","     81","  10714","   1745","      4","  12555","    944","      4","   9297","    742","      6","  15448","    532","      6","      0","     38","    256","     35","      8","      4","      6","    329","     13","     12","     46","      7","     24","     10","     58","    281","     43","      4","     26","      5","    653","      2","   2682","    332","      0"," 602027","    605","      4","      0","3013564","   1582","     11","      2"," 238823","    647","      2","   5437","   4072","      4"
"map03010.Ribosome","     809","   84090","     496","      59","     451","   18317","     185","    1035","   79820","   30495","    2186","    1014","     463","     148","     363","     233","     119","     458","     376","     100","      85","     907","      54","     672","     477","  417888","     381","     458","    3345","  263444","   24350","     235","  332004","   65254","     103","  428024","   27430","     321","  435793","   13653","     114","      25","    1579","    7601","    1540","     295","     138","     176","   12932","     433","     744","    1562","     273","     539","     206","    1238","   14830","    1238","     518","    1141","      99","   14062","     249","   67635","   19505","     190"," 9475865","   29837","     113","     221","80192345","   70547","     300","     332","10052620","   26842","     188","  208056","  164721","      36"
"map04137.Mitophagy...animal","   2"," 456","   0","   4","  17"," 542","   5","   5"," 147","  14","   5","  33","  22","   6","   3","   8","   2","  29","  20","   5","   2","  15","   3","  13","   1"," 192","   6","  12","  27","1370"," 722","   8","2362","1883","   4"," 911"," 675","  13"," 160"," 145","   4","   2","   4"," 189","  39","   6","   1","   2"," 379","   4","  27","  33","   3","   8","   2","  12"," 286","  16","   9","   2","   8","  16","   4"," 502"," 480","   1","5919"," 654","  10","   0","3133","2298","   7","  18","1339"," 679","   8","4420","4443","   1"
"map03020.RNA.polymerase","     310","   35131","     187","      36","     192","    9460","      91","     409","   32890","   12414","     904","     556","     223","      55","     165","      97","      93","     280","     154","      27","      42","     385","      41","     330","     172","  172464","     153","     229","    1337","  111417","   12303","     108","  138770","   31169","      42","  171841","   13454","     129","  174722","    6345","      75","      19","     644","    3803","     630","     163","     108","      81","    6433","     173","     379","     681","     129","     232","      89","     560","    7232","     542","     296","     564","      49","    5827","     135","   29966","    9426","      54"," 3801931","   14722","      46","      92","32221179","   34493","     132","     138"," 4056566","   13184","      75","  100011","   81508","      11"
"map04623.Cytosolic.DNA.sensing.pathway","  0"," 59","  0","  0","  0"," 81","  3","  1"," 14","  0","  0","  4","  0","  0","  0","  0","  1","  0","  2","  2","  0","  0","  0","  0","  1"," 85","  4","  0","  1","154"," 92","  2","323","254","  1","112"," 94","  0"," 28"," 24","  0","  1","  2"," 31","  2","  3","  2","  0"," 78","  0","  4","  3","  0","  0","  1","  3"," 44","  2","  1","  2","  1","  1","  0"," 80"," 79","  0","973"," 91","  0","  0","422","307","  0","  0","143"," 84","  0","642","668","  0"
"map03060.Protein.export","     478","   37111","     216","      32","     237","    8729","      93","     411","   36873","   14635","    1077","     443","     225","      38","     201","      96","      72","     177","      94","      45","      30","     397","      28","     273","     203","  214850","     179","     229","    1506","  133817","   10681","      83","  153512","   27218","      44","  195390","   12666","     133","  196081","    6467","      35","      18","     622","    3742","     706","     133","      50","      81","    6068","     187","     311","     768","     105","     219","     116","     593","    6493","     664","     214","     551","      37","    6766","      94","   33756","    8093","      74"," 4720174","   13009","      38","      85","36673492","   30165","     149","     123"," 4739559","   11553","      31","   89677","   70882","      13"
"map04062.Chemokine.signaling.pathway","   0","  69","   0","   6","   1","  89","   6","   0","  26","   3","   3","   1","   5","   7","   1","   5","   1","   1","   9","   4","   2","   4","   5","   2","   0","  95","   4","   1","   8"," 223"," 143","   4"," 611"," 483","   0"," 149"," 109","   1","  32","  28","   0","   6","   2","  27","  16","   0","   1","   3","  82","   5","   3","  12","   3","   3","   2","  14","  79","   8","   1","   1","   4","   3","   3"," 125"," 120","   2","1011"," 164","   1","   1"," 539"," 384","   1","   4"," 248"," 128","   2"," 894"," 927","   2"
"map04340.Hedgehog.signaling.pathway","  0"," 43","  0","  2","  1"," 31","  1","  0"," 13","  0","  1","  0","  3","  5","  0","  0","  0","  0","  1","  0","  2","  1","  3","  0","  0"," 28","  2","  0","  3"," 83"," 48","  2","270","220","  0"," 53"," 38","  0"," 10","  7","  0","  4","  1"," 11","  3","  0","  0","  1"," 38","  4","  0","  5","  0","  0","  0","  0"," 17","  1","  0","  0","  1","  2","  2"," 43"," 41","  1","482"," 64","  0","  0","197","141","  0","  0","448"," 40","  0","331","325","  0"
"map04341.Hedgehog.signaling.pathway...fly","  0"," 54","  0","  2","  1"," 46","  1","  0"," 13","  0","  1","  0","  3","  5","  0","  0","  0","  0","  1","  0","  2","  1","  3","  0","  0"," 31","  2","  0","  4","102"," 59","  4","293","237","  0"," 88"," 58","  0"," 10","  7","  0","  5","  1"," 16","  3","  0","  0","  1"," 48","  4","  0","  5","  0","  0","  1","  0"," 22","  1","  0","  0","  1","  2","  2"," 52"," 50","  1","512"," 76","  2","  0","243","177","  0","  0","454"," 45","  0","378","380","  0"
"map04390.Hippo.signaling.pathway","   1"," 257","   1","   8","   7"," 416","   2","   1"," 114","   8","  23","  24","  15","  10","  11","  21","   5","  11","  19","   8","  12","  15","  12","  13","  11"," 137","   3","   6","  24","1043"," 538","  16","2074","1694","  12"," 778"," 583","   7"," 100","  68","  10","  10","  10"," 139","  30","   7","   3","   3"," 294","  14","  25","  22","  12","  14","   6","  45"," 234","  14","  23","   8","  14","   7","  13"," 415"," 397","   8","4604"," 568","  14","  10","2415","1763","   2","  16","1006"," 542","  15","3559","3420","   5"
"map04550.Signaling.pathways.regulating.pluripotency.of.stem.cells","  2"," 37","  0","  2","  1"," 50","  2","  0","  9","  1","  1","  1","  5","  2","  0","  3","  0","  0","  1","  1","  1","  1","  3","  0","  0"," 33","  3","  1","  4"," 89"," 54","  0","266","212","  0"," 76"," 48","  0","  9","  9","  0","  0","  0"," 22","  6","  1","  0","  0"," 67","  0","  0","  2","  0","  1","  0","  4"," 34","  2","  1","  3","  2","  1","  0"," 34"," 32","  1","400"," 76","  0","  1","279","180","  0","  1","124"," 63","  0","367","362","  0"
"map04657.IL.17.signaling.pathway","     37","   2461","     25","      8","     20","    804","      6","     33","   1748","    474","     44","     54","     12","      7","     13","      9","      8","     25","      4","     11","      7","     25","      5","      9","     13","   2627","     25","     15","    108","  10010","   1273","     13","   8776","   3264","      5","   9433","   1352","     20","  10283","    481","      0","      0","     15","    268","     47","     13","     12","      9","    440","     21","     37","     44","     14","     22","      6","     47","    690","     23","      9","     15","      5","    205","     10","   2610","    858","      3"," 163546","   1403","      5","     14","2327720","   3595","     13","     21"," 227144","   1351","      9","   8174","   7693","      1"
"map04660.T.cell.receptor.signaling.pathway","  3"," 67","  0","  3","  1"," 86","  6","  0"," 11","  3","  3","  3","  5","  4","  1","  4","  0","  1","  3","  2","  1","  2","  4","  2","  0"," 92","  2","  3","  4","184","109","  2","448","354","  1","125"," 93","  0"," 21"," 24","  1","  2","  3"," 25"," 12","  1","  0","  1"," 74","  2","  1","  4","  2","  1","  1"," 13"," 74","  4","  1","  1","  6","  4","  0"," 83"," 79","  3","762","132","  2","  1","487","345","  0","  5","224","129","  2","727","691","  2"
"map04662.B.cell.receptor.signaling.pathway","  1"," 50","  0","  4","  1"," 71","  3","  0"," 14","  2","  4","  3","  4","  2","  0","  4","  0","  0","  1","  1","  1","  1","  3","  0","  0"," 54","  2","  1","  6","178","111","  1","414","324","  1","110"," 87","  0"," 12"," 10","  1","  2","  2"," 19","  7","  0","  1","  1"," 62","  1","  3","  5","  1","  3","  0","  8"," 69","  4","  1","  0","  6","  4","  1"," 63"," 61","  2","746","123","  1","  1","386","283","  0","  3","176"," 97","  1","617","569","  0"
"map04711.Circadian.rhythm...fly","  0","  9","  0","  2","  1"," 16","  0","  0","  5","  0","  1","  0","  1","  2","  0","  0","  0","  0","  0","  0","  1","  0","  2","  0","  0","  3","  0","  0","  0"," 36"," 20","  0","126","101","  0"," 12","  8","  0","  2","  2","  0","  0","  0","  7","  1","  0","  0","  0"," 17","  0","  0","  1","  0","  0","  0","  0","  8","  0","  0","  0","  0","  0","  0"," 10","  8","  1","162"," 38","  0","  0"," 58"," 39","  0","  0"," 35"," 15","  0","146","150","  0"
"map05210.Colorectal.cancer","  20"," 333","   0","   5","   7"," 413","   5","   1"," 108","  11","  30","  10","   8","   5","   3","  12","   0","   8","  12","   3","   1","   3","   3","   9","   3"," 187","  10","   3","  19"," 579"," 318","   3"," 987"," 781","   0"," 521"," 340","   0"," 193"," 149","   0","   2","   1","  89","  36","   2","   5","   2"," 260","   5","  12","  13","   5","   9","   6","  33"," 167","   7","   5","   2","   3","   5","   7"," 200"," 196","   3","2648"," 364","   3","   3","4026"," 856","   3","   3","1706"," 337","   2","2171","2059","   0"
"map05217.Basal.cell.carcinoma","  0"," 20","  0","  2","  1"," 19","  0","  0","  5","  0","  1","  0","  1","  2","  0","  0","  0","  0","  0","  0","  1","  0","  2","  0","  0","  3","  0","  0","  0"," 40"," 23","  0","132","107","  0"," 29"," 18","  0","  8","  5","  0","  0","  0","  7","  1","  0","  0","  0"," 15","  0","  0","  3","  0","  0","  0","  0","  8","  0","  0","  0","  1","  0","  0"," 10","  8","  1","162"," 38","  0","  0"," 64"," 45","  0","  0","404"," 18","  0","168","160","  0"
"map04350.TGF.beta.signaling.pathway","   0","  89","   0","   3","   2"," 105","   3","   0","  18","   0","   1","   5","   3","   2","   0","   4","   0","   2","   2","   0","   2","   1","   2","   5","   0","  67","   3","   1","   7"," 236"," 131","   3"," 446"," 359","   1"," 193"," 117","   0","  14","   8","   0","   1","   0","  26","   8","   3","   0","   1","  83","   0","   3","   3","   4","   0","   1","   3","  46","   0","   4","   0","   0","   6","   0","  78","  75","   1","1093"," 111","   5","   5"," 537"," 396","   0","   0"," 161","  92","   2"," 715"," 765","   0"
"map04064.NF.kappa.B.signaling.pathway","  0"," 38","  0","  0","  2"," 33","  2","  1","  7","  0","  0","  0","  6","  1","  1","  0","  0","  2","  1","  1","  1","  3","  0","  0","  0"," 44","  2","  4","  0"," 79"," 47","  1","164","136","  0"," 49"," 47","  0","  8","  8","  2","  1","  0"," 12","  7","  0","  0","  0"," 22","  1","  3","  1","  0","  0","  1","  1"," 16","  0","  0","  0","  1","  0","  0"," 30"," 24","  0","460"," 60","  0","  0","210","160","  0","  1"," 65"," 40","  0","283","281","  0"
"map04520.Adherens.junction","   0"," 103","   1","   2","   3"," 184","   4","   1","  61","   8","  14","   8","  11","   4","   5","  10","   5","   6","  11","   8","   6","  10","   7","   5","   8"," 108","   4","   6","  15"," 561"," 308","  13","1127"," 909","   5"," 499"," 366","   4","  54","  38","   5","   9","   5","  52","  26","   3","   2","   0"," 134","  10","  18","   9","   4","   6","   4","  37"," 181","  15","   7","   7","   7","   4","   6"," 265"," 249","   1","2467"," 375","   5","   1","1294"," 947","   2","   5"," 541"," 300","  13","2111","1926","   1"
"map04712.Circadian.rhythm...plant","  0"," 28","  0","  0","  2"," 31","  0","  1","  4","  0","  0","  0","  6","  1","  1","  0","  0","  2","  1","  1","  1","  1","  0","  0","  0"," 18","  2","  4","  0"," 69"," 37","  1","133","114","  0"," 41"," 41","  0","  7","  7","  2","  1","  0"," 11","  2","  0","  0","  0"," 18","  1","  3","  0","  0","  0","  1","  0"," 13","  0","  0","  0","  1","  0","  0"," 24"," 17","  0","288"," 44","  0","  0","155","117","  0","  1"," 45"," 30","  0","229","227","  0"
"map04013.MAPK.signaling.pathway...fly","    31","  1475","     7","     4","    22","   768","    12","     9","  1326","   608","    70","    33","     9","     5","    14","    14","     8","    11","    15","     7","     3","    15","     6","    14","    11","  5145","    23","    16","    75","  5281","  1051","     4","  8227","  2451","     3","  9197","  1079","     6","  6775","   382","     0","     3","    39","   301","    46","     6","     8","     2","   517","    14","    29","    50","    15","    28","     7","    34","   525","    46","    29","    25","     7","   305","     9","  1526","   628","     3","221251","  1046","     9","    15","876540","  2918","     6","    11","167858","  1103","     4","  7481","  6459","     0"
"map04630.JAK.STAT.signaling.pathway","  2"," 48","  0","  0","  0"," 64","  0","  0","  5","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0"," 84","  0","  1","  3"," 55"," 28","  0"," 67"," 55","  0"," 48"," 36","  0"," 13","  7","  0","  0","  0","  9","  2","  1","  0","  0"," 81","  2","  1","  1","  0","  4","  0","  4"," 20","  1","  0","  0","  0","  0","  0"," 29"," 32","  0"," 82"," 43","  0","  0","134"," 94","  0","  0"," 41"," 24","  0","262","227","  0"
"map05220.Chronic.myeloid.leukemia","  1"," 65","  0","  0","  0"," 48","  2","  0"," 12","  2","  0","  1","  3","  0","  0","  3","  0","  0","  1","  1","  2","  4","  3","  0","  0"," 66","  3","  1","  5","176"," 92","  1","273","218","  0","117"," 83","  4"," 13"," 10","  0","  0","  1"," 27"," 10","  2","  4","  2"," 47","  0","  2","  3","  2","  3","  0","  5"," 46","  2","  2","  0","  2","  2","  0"," 74"," 74","  0","642","106","  0","  4","329","227","  0","  2","152"," 84","  4","540","519","  0"
"map05221.Acute.myeloid.leukemia","  2"," 60","  0","  0","  0"," 83","  2","  0","  8","  0","  1","  0","  3","  1","  0","  3","  0","  0","  1","  1","  0","  1","  1","  2","  0"," 93","  2","  2","  7","103"," 57","  0","171","139","  0"," 87"," 60","  0"," 15","  9","  0","  0","  0"," 15","  6","  1","  0","  0"," 93","  2","  1","  2","  0","  5","  0","  8"," 43","  3","  1","  0","  2","  1","  0"," 49"," 52","  0","251"," 74","  0","  1","277","193","  0","  1"," 92"," 49","  0","436","387","  0"
"map05140.Leishmaniasis","   8"," 162","   1","   2","   5"," 182","   6","   0","  34","   4","   7","  17","   6","   4","   1","   7","   3","   0","   6","   5","   1","   3","   1","   4","   2","  60","   4","   9","   9"," 501"," 267","   4"," 757"," 603","   3"," 267"," 195","   0","  35","  26","   0","   4","   2","  43","  16","   2","   3","   1"," 132","   2","  16","   9","   5","   9","   3","   9","  75","   3","   5","   3","   7","   8","   1"," 143"," 136","   4","1050"," 218","   2","   5"," 923"," 683","   3","   1"," 367"," 187","   6","1459","1479","   0"
"map04211.Longevity.regulating.pathway","     82","   2266","      9","      2","     30","   1403","     17","     16","   1946","    801","    168","     64","     26","     16","     39","     15","     11","     25","     18","      8","      4","     24","     11","     23","     11","   5307","     36","     20","    105","   8504","   1358","     10","  12167","   2835","      2","  15074","   1596","     12","   8952","    726","      3","      4","     67","    548","     70","      8","      8","      8","    860","     26","     51","     86","     14","     45","     11","     99","    673","     62","     36","     40","      4","    422","     12","   3576","    923","      4"," 348176","   1397","      5","     16","1291445","   3591","      8","     13"," 234191","   1400","      8","   9605","   8106","      2"
"map05416.Viral.myocarditis","  18"," 299","   1","   4","   7"," 406","   4","   0"," 136","  16","  39","  17","   8","   5","   5","  16","   5","  11","  21","   6","   5","  11","   6","   8","   9"," 113","   8","   3","  24"," 854"," 447","  10","1362","1080","   5"," 765"," 520","   4"," 211"," 159","   3","   8","   6","  94","  43","   4","   6","   2"," 222","  11","  24","  16","   8","   8","   8","  52"," 238","  13","  11","   9","   6","   5","  12"," 321"," 309","   3","4020"," 488","   7","   2","4513","1226","   5","   4","1956"," 472","  13","2926","2683","   1"
"map03040.Spliceosome","  29"," 665","   4","   6","   7"," 894","  24","   1"," 212","  16","  27","  54","  17","   5","   6","   9","   3","  21","  14","  10","  11","  16","   9","  29","   5"," 512","  26","  11","  32","2006","1091","  22","3675","2853","   9","1577","1172","  28"," 344"," 288","   3","  10","   6"," 250","  56","   6","   4","   5"," 742","  10","  25","  35","  15","  19","   9","  52"," 443","  21","  17","   4","  18","  17","  20","1015"," 983","   7","9638","1172","   8","   8","5167","3519","  16","  14","2121","1050","  17","8293","8205","   6"
"map00604.Glycosphingolipid.biosynthesis...ganglio.series","     49","   6454","     43","      3","     14","    806","      6","     34","   5246","   2504","    325","     40","      5","     11","     33","      4","      6","      9","     12","      0","      3","     44","      0","     24","     10","   7591","      2","      3","     91","  19951","    197","      6","  23160","    610","      3","  22464","    301","      5","  26986","    451","      6","      1","    261","    335","     68","     24","      4","      2","    584","     15","     15","     70","      9","     20","     10","     25","    176","      1","     23","    169","      3","    800","      1","   1513","    181","      0"," 746685","    380","      2","      5","4710482","    718","      8","      7"," 588283","    243","      0","  11909","   1717","      0"
"map04391.Hippo.signaling.pathway...fly","   0"," 128","   1","   4","   4"," 266","   3","   1","  66","   6","  14","  14","  11","   6","   5","  11","   5","   5","  13","   6","  10","  11","  10","   8","   8"," 103","   1","   3","  23"," 847"," 439","  11","1423","1140","   8"," 646"," 463","   4","  72","  47","   7","   6","   6","  52","  24","   9","   1","   1"," 162","  10","  16","   8","   9","   6","   4","  33"," 195","  13","  14","   7","  10","   5","   5"," 333"," 321","   6","3397"," 424","   9","   6","1685","1237","   3","   2"," 728"," 407","  14","2646","2474","   3"
"map04530.Tight.junction","  10"," 379","   2","  15","  10"," 615","  12","  10"," 156","  18","  28","  33","  24","  21","   9","  21","   9","  15","  30","  18","  22","  25","  18","  17","  14"," 261","  16","   8","  36","1595"," 863","  25","2711","2178","  11","1127"," 821","  18"," 164"," 132","  10","  20","  11"," 190","  71","  13","   8","  10"," 453","  21","  32","  34","  13","  28","  15","  70"," 356","  26","  28","  13","  23","  20","  14"," 637"," 612","  19","6175"," 765","  11","  18","3146","2301","   8","  11","1475"," 747","  27","4924","4815","   7"
"map05202.Transcriptional.misregulation.in.cancer","   1"," 130","   0","   2","   7"," 224","   2","   4","  45","   4","   8","  12","   5","   0","   6","   8","   0","   5","   5","   8","   1","   8","   2","   1","   1"," 146","   8","   5","   6"," 517"," 267","   7"," 754"," 598","   3"," 390"," 302","   4","  70","  62","   2","   0","  12","  59","  11","   5","   6","   5"," 144","   7","  15","   5","   2","   0","   1","   9"," 145","   9","   7","   1","   3","  10","   3"," 212"," 200","   3","2787"," 281","   8","   2","1070"," 776","   0","   3"," 410"," 234","   2","1881","1788","   0"
"map05216.Thyroid.cancer","  0"," 21","  0","  0","  0"," 25","  2","  0","  3","  0","  0","  0","  3","  0","  0","  3","  0","  0","  1","  1","  0","  1","  1","  0","  0"," 43","  2","  1","  4"," 51"," 32","  0","110"," 90","  0"," 55"," 36","  0","  3","  3","  0","  0","  0","  6","  4","  0","  0","  0"," 22","  0","  0","  1","  0","  1","  0","  4"," 23","  2","  1","  0","  2","  1","  0"," 20"," 20","  0","169"," 31","  0","  1","146","102","  0","  1"," 52"," 26","  0","192","167","  0"
"map00785.Lipoic.acid.metabolism","     64","   3140","     13","      4","     31","   1190","     12","     32","   2710","   1064","     94","     50","     23","     11","     40","     10","      4","     26","     10","      8","      2","     40","      5","     44","     14","  25758","     29","     29","    161","  12565","   1634","      7","  12240","   3479","      9","  16656","   1631","     14","  14716","    662","      6","      2","     51","    408","    135","     21","     14","     15","    823","     15","     37","     90","     16","     36","     17","     60","    827","    121","     22","     73","      7","    599","     11","   3432","   1011","      2"," 427710","   1612","      3","     13","2724920","   3684","     16","     28"," 392671","   1652","      6","  11300","   9492","      2"
"map00997.Biosynthesis.of.various.secondary.metabolites...part.3","   28","  421","    0","    0","    4","  248","    2","    0","  107","   12","    7","    3","    4","    0","    3","    0","    7","    6","    4","    0","    0","    0","    0","   10","    0","   97","    3","    0","    8","  293","  103","    4","  162","   86","    0","  587","   90","    1","  166","   51","    2","    1","   10","   90","  173","    0","    0","    2","  267","    0","    1","    2","    0","   13","    1","   10","   26","    0","    4","    2","    0","    2","    0","   65","   47","    0"," 5172","   89","    0","    0","12119","  157","    8","    0"," 6224","   70","    0","  417","  331","    0"
"map04659.Th17.cell.differentiation","     40","   2501","     25","      7","     19","    861","      7","     33","   1744","    475","     46","     56","     11","      6","     13","      9","      8","     25","      4","     11","      6","     25","      3","     11","     13","   2662","     25","     16","    111","  10084","   1309","     13","   8783","   3267","      6","   9496","   1406","     20","  10297","    489","      1","      1","     17","    274","     47","     14","     12","     10","    504","     23","     39","     45","     14","     26","      6","     51","    722","     24","      9","     15","      8","    207","     10","   2647","    900","      3"," 163701","   1434","      5","     14","2327899","   3729","     13","     23"," 227204","   1393","     10","   8387","   7826","      1"
"map00904.Diterpenoid.biosynthesis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"map04611.Platelet.activation","   3"," 237","   1","   5","   3"," 355","   4","   0"," 160","  37","  35","  20","  12","   8","   9","  19","   5","   9","  21","  10","   7","  15","   7","  10","  11"," 132","   6","   5","  18","1029"," 458","  15","1811","1461","   9","2555"," 515","   7"," 124","  95","   6","  14","  10"," 137","  33","   4","   3","   4"," 277","  16","  23","  22","   9","  12","   4","  49"," 219","  12","  16","  13","  12","   4","  15"," 373"," 361","   2","6073"," 500","   9","   7","2763","1492","   3","  16","1972"," 469","  13","3034","2838","   3"
"map04927.Cortisol.synthesis.and.secretion","  0"," 15","  0","  0","  0","  6","  1","  0","  7","  0","  0","  0","  0","  3","  0","  0","  0","  0","  1","  0","  1","  1","  1","  0","  0"," 13","  2","  0","  2"," 42"," 24","  1","130","105","  0"," 27"," 23","  0","  2","  2","  0","  4","  1","  4","  2","  0","  0","  1"," 11","  4","  0","  2","  0","  0","  0","  0","  8","  1","  0","  0","  0","  0","  2"," 25"," 25","  0","267"," 21","  0","  0","105"," 76","  0","  0"," 40"," 18","  0","145","142","  0"
"map04962.Vasopressin.regulated.water.reabsorption","   0"," 147","   0","   2","   0"," 194","   4","   1","  39","   3","   1","  15","   4","   9","   2","   0","   0","   4","   8","   1","   3","   5","   1","   1","   1"," 179","   9","   6","   5"," 433"," 231","   2"," 701"," 559","   1"," 302"," 250","   2","  58","  54","   0","   7","   1","  32","  43","   2","   0","   1","  89","   7","   3","   2","   3","   2","   0","   4"," 101","   3","   1","   6","   6","   5","   9"," 195"," 190","   1","1561"," 210","   4","   4"," 910"," 650","   1","   0"," 354"," 181","   3","1566","1621","   0"
"map05414.Dilated.cardiomyopathy","   1","  73","   1","   1","   2"," 153","   2","   0","  53","   5","  11","   7","   4","   6","   3","   8","   5","   3","  11","   6","   6","  10","   7","   3","   8","  75","   2","   2","  14"," 539"," 281","  10"," 982"," 791","   6"," 428"," 311","   4","  53","  39","   3","  10","   6","  43","  19","   3","   2","   1","  94","  12","  13","  10","   3","   4","   2","  31"," 152","  10","   9","   7","   5","   1","   7"," 249"," 242","   1","2477"," 314","   4","   2","1120"," 820","   2","   2"," 505"," 265","  14","1828","1655","   1"
"map04668.TNF.signaling.pathway","  3"," 41","  0","  0","  0"," 34","  2","  0","  8","  0","  1","  1","  4","  0","  0","  0","  1","  0","  1","  0","  0","  0","  0","  0","  0"," 25","  2","  0","  0"," 37"," 37","  0","174","135","  0"," 66"," 47","  0"," 10"," 10","  0","  0","  0"," 11","  4","  1","  0","  0"," 60","  0","  4","  1","  0","  0","  0","  0"," 29","  0","  0","  1","  0","  1","  0"," 20"," 20","  1","270"," 42","  0","  1","196","130","  0","  0","103"," 62","  0","279","246","  0"
